Troquel, Codigo de barras, Codigo de barras 2, Descripcion, Descripcion extendida, Rubro, SubRubro, Cod.Labo, Laboratorio, Costo s/IVA, Vigencia, Fecha Alta
5455681, 7798050061852, 7798050061852, OFTALPRES GTS X 2.5 ML, , ESPECIALIDADES, , 203, DENVER FARMA S.A., 27621.070, 01/07/2025, 
5455711, 7798050061524, 7798050061524, PANCLO B12 X 20 CMP, , ESPECIALIDADES, , 203, DENVER FARMA S.A., 24280.110, 01/07/2025, 
5455841, 7798050061586, 7798050061586, PANCLO B12 X 3 AMP, , ESPECIALIDADES, , 203, DENVER FARMA S.A., 26335.870, 01/07/2025, 
5455842, 7798050061593, 7798050061593, PANCLO B12 X 6 AMP, , ESPECIALIDADES, , 203, DENVER FARMA S.A., 43238.910, 01/07/2025, 
5456711, 7798050061326, 7798050061326, TACINES GTS X 5 ML, , ESPECIALIDADES, , 203, DENVER FARMA S.A., 10569.810, 15/04/2025, 
5456971, 7798050061531, 7798050061531, BUDESONIDA DENV SOLNEBX20, , ESPECIALIDADES, , 203, DENVER FARMA S.A., 21173.500, 15/04/2025, 
5459421, 7796285052331, 7796285052331, FEMOREL 1 CMP, , ESPECIALIDADES, , 201, ELEA-PHOENIX, 38221.290, 17/05/2025, 
5459422, 7796285052348, 7796285052348, FEMOREL 3 CMP, , ESPECIALIDADES, , 201, ELEA-PHOENIX, 99754.910, 17/05/2025, 
5459712, 7792499696408, 7792499696408, ENBREL 50 X 4 JER, , ESPECIALIDADES, , 686, PFIZER S.R.L., 3145916.360, 30/09/2024, 
5459713, 7795381000659, 7795381000659, ENBREL 50 X 4 JER PRE, , ESPECIALIDADES, , 686, PFIZER S.R.L., 3913136.350, 30/06/2025, 
5460711, 7798103390120, 7798703390124, LAGRIMA DORF GTS X 10 ML, , ESPECIALIDADES, , 1087, PHARMADORF S.A.(DISPROF.), 7061.260, 02/06/2025, 
5460712, 7798103390571, 7798103390571, LAGRIMA DORF GTS X 15ML, , ESPECIALIDADES, , 1087, PHARMADORF S.A.(DISPROF.), 10041.070, 02/06/2025, 29/09/2017
5462681, 7798050061517, 7798050061517, BUDESONIDA DENV 200X200DS, , ESPECIALIDADES, , 203, DENVER FARMA S.A., 25828.110, 01/07/2025, 
5462682, 7798050063269, 7798050063269, BUDESONIDA DENV 200 C/AER, , ESPECIALIDADES, , 203, DENVER FARMA S.A., 367.240, 24/04/2023, 14/11/2014
5463711, 8054083026435, 8054083026435, COMBIGAN GTS X 5 ML, , ESPECIALIDADES, , 1681, ABBVIE (DISPRO), 36136.000, 24/06/2025, 
5463971, 7795349168988, 7795349168988, AGRELID 0.5 X 100 CAP, , ESPECIALIDADES, , 23, ARISTON S.A.C.I., 265984.520, 08/07/2025, 28/08/2015
5464001, 7795349169046, 7795349169046, AGRELID 1 X 100 CAP, , ESPECIALIDADES, , 23, ARISTON S.A.C.I., 358173.860, 08/07/2025, 28/08/2015
5465002, 7791171101315, 7791171101315, TANSILOPROST 0.4 X 30 CAP, , ESPECIALIDADES, , 256, FINADIET S.A.C.I.F., 48977.880, 28/06/2025, 
5465003, 7791171000199, 7791171000199, TANSILOPROST 0.4 X 60 CAP, , ESPECIALIDADES, , 256, FINADIET S.A.C.I.F., 81339.110, 28/06/2025, 
5465551, 7796285052171, 7796285052171, PARACLIM 1.25 X 30 CMP, , ESPECIALIDADES, , 201, ELEA-PHOENIX, 35636.290, 25/06/2025, 
5465972, 7798032936666, 7798032936666, FABAMOX 500 X 16 CMP, , ESPECIALIDADES, , 1169, SAVANT(RETAIL), 878.900, 22/02/2024, 11/11/2014
5465973, 7798032936659, 7798032936659, FABAMOX 500 X 80 CMP, , ESPECIALIDADES, , 1169, SAVANT(RETAIL), 64526.750, 16/04/2025, 11/11/2014
5466001, 7798032933399, 7798032933399, FABAMOX PLUS 875 X 14 CMP, , ESPECIALIDADES, , 1169, SAVANT(RETAIL), 11957.860, 16/04/2025, 12/11/2014
5466262, 7798032931951, 7798032931951, FABAMOX 500 X 90 ML, , ESPECIALIDADES, , 1169, SAVANT(RETAIL), 10788.810, 16/04/2025, 11/11/2014
5466421, 7795314021928, 7795314021928, DUROGESIC D TRANS 25X5PAR, , PSICOF.BOLETA, , 401, JANSSEN-CILAG, 143877.040, 17/06/2025, 
5466973, 7798140251163, 7798140251163, TAFIROL ARTRO 20 CMP, , ESPECIALIDADES, , 429, GENOMMA (ESP), 22342.540, 05/06/2025, 
5467394, 7795373012288, 7795373012288, SALBUTRAL HFA AER X 250DS, , ESPECIALIDADES, , 1614, PABLO CASSARA, 14150.000, 23/06/2025, 
5468844, 7795345013541, 7795345013541, ACALIX CRONOS 180 X 30CAP, , ESPECIALIDADES, , 705, ROEMMERS S.A.I.C.F., 30748.810, 26/05/2025, 
5468974, 7795345013558, 7795345013558, ACALIX CRONOS 240 X 30CAP, , ESPECIALIDADES, , 705, ROEMMERS S.A.I.C.F., 44480.850, 26/05/2025, 
5469004, 7795345013565, 7795345013565, ACALIX CRONOS 300 X 30CAP, , ESPECIALIDADES, , 705, ROEMMERS S.A.I.C.F., 50364.290, 26/05/2025, 
5469421, 7798122340151, 7798122340151, DR AMIN 6 CMP*, , ESPECIALIDADES, , 262, EUROLAB S.R.L.(DISPRO), 8290.000, 23/06/2025, 
5469422, 7798122340168, 7798122340168, DR AMIN 12 CMP*, , ESPECIALIDADES, , 262, EUROLAB S.R.L.(DISPRO), 12510.000, 23/06/2025, 
5469551, 7795345120973, 7795345120973, MESTINON TS 180 X 30 CMP, , ESPECIALIDADES, , 705, ROEMMERS S.A.I.C.F., 59086.300, 19/06/2025, 
5469681, 7792175008273, 7792175008273, KALA 28 CMP, , ESPECIALIDADES, , 62, LABORATORIOS BERNABO S.A., 24099.660, 27/06/2025, 
5471131, 7792183000900, 7792183000900, VESICARE 5 X 20 CMP*, , ESPECIALIDADES, , 290, GADOR S.A. ESP, 34273.580, 07/07/2025, 
5471133, 7792183002140, 7792183002140, VESICARE 5 X 30 CMP, , ESPECIALIDADES, , 290, GADOR S.A. ESP, 51417.110, 07/07/2025, 15/06/2015
5471261, 7792183000917, 7792183000917, VESICARE 10 X 20 CMP*, , ESPECIALIDADES, , 290, GADOR S.A. ESP, 37849.570, 07/07/2025, 
5471263, 7792183002157, 7792183002157, VESICARE 10 X 30 CMP, , ESPECIALIDADES, , 290, GADOR S.A. ESP, 56776.990, 07/07/2025, 15/06/2015
5472711, 7798074620790, 7798074620790, SUTOBRAX D SUSP.OFT 5 ML, , ESPECIALIDADES, , 508, MAR LAB., 8550.000, 17/06/2025, 03/04/2025
5472971, 7795306045659, 7795306045659, ACLASTA 5MG/100ML X 1FRA, , ESPECIALIDADES, , 1092, BIOSIDUS S.A.U., 630117.980, 30/06/2025, 
5473009, 7798081262761, 7798081262761, CARVEDILOL HLB 25X28 CMP, , ESPECIALIDADES, , 330, HLB PHARMA GROUP S.A., 11755.290, 24/06/2024, 09/11/2021
5473139, 7798081262730, 7798081262730, CARVEDILOL HLB 12.5X28CMP, , ESPECIALIDADES, , 330, HLB PHARMA GROUP S.A., 8658.780, 24/06/2024, 12/11/2021
5473269, 7798081262709, 7798081262709, CARVEDILOL HLB 6.25X28CMP, , ESPECIALIDADES, , 330, HLB PHARMA GROUP S.A., 7511.920, 24/06/2024, 17/11/2021
5473391, 7792499806005, 7795381000871, TYGACIL INY 50 X 10 AMP, , ESPECIALIDADES, , 686, PFIZER S.R.L., 846990.820, 30/06/2025, 
5473421, 7612797610862, 7612797610862, NEVANAC GTS X 5 ML, , ESPECIALIDADES, , 103, NOVARTIS FARMA, 31849.610, 01/07/2025, 
5474682, 7798103391073, 7798103391073, VENISSE 28 CMP, , ESPECIALIDADES, , 1087, PHARMADORF S.A.(DISPROF.), 21080.820, 02/06/2025, 
5474711, 7793742002830, 7793742002830, DRENIX 100 AP X 30 CAP, , ESPECIALIDADES, , 16, ANDROMACO LAB. S.A.C. ESP, 41205.180, 01/07/2025, 
5474841, 7793742002847, 7793742002847, DRENIX 50 X 30 CMP, , ESPECIALIDADES, , 16, ANDROMACO LAB. S.A.C. ESP, 20482.070, 01/07/2025, 23/03/2023
5475001, 7798167580161, 7798167580161, ADAPNE 0.1  GEL X 30 GR, , ESPECIALIDADES, , 861, VALUGE S.A., 23189.470, 01/07/2025, 
5475132, 7798050061494, 7798050061494, INSU DENSULIN R 100X5CX3M, , ESPECIALIDADES, INSULINAS, 203, DENVER FARMA S.A., 159612.740, 01/07/2025, 
5475262, 7798050061487, 7798050061487, INSU DENSULIN N 100X5CX3M, , ESPECIALIDADES, INSULINAS, 203, DENVER FARMA S.A., 159612.740, 01/07/2025, 
5475551, 7798050063665, 7798050063665, DENCILOX 100 MG x 30 CMP, , ESPECIALIDADES, , 203, DENVER FARMA S.A., 35416.320, 01/07/2025, 13/11/2015
5476132, 7798011653317, 7798011653317, ACIMED L 30 X 30 CAP, , ESPECIALIDADES, , 474, LEPETIT S.A. ESP, 24455.000, 23/06/2025, 05/02/2016
5476559, 7798081262976, 7798081262976, SILDENAFIL HLB 50X4 CMP, , ESPECIALIDADES, , 330, HLB PHARMA GROUP S.A., 5112.170, 24/06/2024, 09/11/2021
5476841, 7795314021935, 7795314021935, DUROGESIC D TRANS 50X5PAR, , PSICOF.BOLETA, , 401, JANSSEN-CILAG, 258967.290, 17/06/2025, 
5477132, 7798103390991, 7798103390991, MAXIMA 28 CMP, , ESPECIALIDADES, , 1087, PHARMADORF S.A.(DISPROF.), 24399.910, 02/06/2025, 
5478131, 7798311370525, 7798311370525, APOKINON STYLO 30 X 1 INY, , ESPECIALIDADES, , 1479, CELNOVA, 180618.340, 23/06/2025, 
5478391, 7791909423856, 7791909423856, PROCTO VENART PDA X 10 GR, , ESPECIALIDADES, , 106, CASASCO S.A., 13396.080, 26/06/2025, 
5478392, 7791909423870, 7791909423870, PROCTO VENART PDA X 30 GR, , ESPECIALIDADES, , 106, CASASCO S.A., 29681.350, 26/06/2025, 
5478681, 7798103390953, 7798103390953, AVANCEL 21 CMP, , ESPECIALIDADES, , 1087, PHARMADORF S.A.(DISPROF.), 19650.280, 02/06/2025, 
5481551, 7795368054866, 7795368054866, LOTEMICIN GTS X 5 ML, , ESPECIALIDADES, , 619, POEN LAB. S.A.C.I., 14889.120, 03/07/2025, 
5482422, 7791171101322, 7791171101322, LIPAREX DUO 10/10 X 60CMP, , ESPECIALIDADES, , 256, FINADIET S.A.C.I.F., 29725.721, 17/04/2025, 
5482552, 7791171101339, 7791171101339, LIPAREX DUO 20/10 X 60CMP, , ESPECIALIDADES, , 256, FINADIET S.A.C.I.F., 34001.621, 17/04/2025, 
5483002, 7791909214218, 7791909214218, LOPLAC 100 X 30 CMP, , ESPECIALIDADES, , 106, CASASCO S.A., 27783.960, 26/06/2025, 
5483003, 7791909214232, 7791909214232, LOPLAC 100 X 60 CMP, , ESPECIALIDADES, , 106, CASASCO S.A., 48775.190, 19/06/2025, 19/06/2025
5483132, 7791909214621, 7791909214621, LOPLAC D 100 X 30 CMP, , ESPECIALIDADES, , 106, CASASCO S.A., 28919.670, 26/06/2025, 
5483261, 7791909291011, 7791909291011, ALERCAS 60 X 10 CMP, , ESPECIALIDADES, , 106, CASASCO S.A., 5984.480, 15/04/2025, 
5484001, 7793742102455, 7793742102455, NAPRUX DISTEN 10 CMP, , ESPECIALIDADES, INHAB.PERSONAL, 16, ANDROMACO LAB. S.A.C. ESP, 19335.060, 01/07/2025, 
5484002, 7793742102462, 7793742102462, NAPRUX DISTEN 30 CMP, , ESPECIALIDADES, INHAB.PERSONAL, 16, ANDROMACO LAB. S.A.C. ESP, 42491.850, 01/07/2025, 
5485131, 7798365530067, 7794640202322, AVODART 30 CAP, , ESPECIALIDADES, , 248, GSK BIOPHARMA ARG S.A., 61086.360, 02/07/2025, 
5486002, 7794428011917, 7794428011917, LORABROX JAR X 60 ML, , ESPECIALIDADES, , 171, FORTBENTON CO.LAB.SA. ESP, 8411.130, 29/05/2025, 
5486711, 7798050061432, 7798050061432, GLUCOGOOD 850 X 30 CMP, , ESPECIALIDADES, , 203, DENVER FARMA S.A., 12668.760, 01/07/2025, 
5486712, 7798050061456, 7798050061456, GLUCOGOOD 850 X 60 CMP, , ESPECIALIDADES, , 203, DENVER FARMA S.A., 25438.870, 01/07/2025, 
5486841, 7798050061449, 7798050061449, GLUCOGOOD 1 X 60 CMP, , ESPECIALIDADES, , 203, DENVER FARMA S.A., 32012.930, 01/07/2025, 
5488261, 7798032934150, 7798032934150, GRIPABEN JAR X 100 ML, , ESPECIALIDADES, , 1169, SAVANT(RETAIL), 7698.900, 16/04/2025, 
5488391, 7795371459047, 7795371459047, ARTRAIT 15 X 4 CMP, , ESPECIALIDADES, , 798, T.R.B. PHARMA S.A., 15450.000, 02/06/2025, 
5488392, 7795371000379, 7795371000379, ARTRAIT 15 X 8 CMP, , ESPECIALIDADES, , 798, T.R.B. PHARMA S.A., 25492.010, 02/06/2025, 
5488553, 7795371459054, 7795371459054, METILPRES 20 X 20 CMP, , ESPECIALIDADES, , 798, T.R.B. PHARMA S.A., 24925.010, 02/06/2025, 
5488971, 7798090768155, , NALGIFLEX RELAX 15 CMP, , ESPECIALIDADES, , 703, RONNET LABORATORIO S.A., 8681.700, 03/09/2024, 27/10/2020
5488972, 7798090768162, 7798090768162, NALGIFLEX RELAX 30 CMP, , ESPECIALIDADES, , 703, RONNET LABORATORIO S.A., 14765.000, 03/09/2024, 03/11/2020
5489266, 7792183488630, 7792183488630, LERCADIP 20 X 30 CMP, , ESPECIALIDADES, , 290, GADOR S.A. ESP, 42694.270, 07/07/2025, 
5489269, 7792183001969, 7792183001969, LERCADIP 20 X 60 CMP, , ESPECIALIDADES, , 290, GADOR S.A. ESP, 80019.800, 07/07/2025, 05/11/2014
5489711, 7795360004043, 7795360004043, CIRFLOX OFTAL GTS X 5 ML, , ESPECIALIDADES, , 1436, KLONAL S.R.L., 9733.220, 12/05/2025, 
5490421, 7795360004050, 7795360004050, ESPIMAX 25 X 30 CMP, , ESPECIALIDADES, , 1436, KLONAL S.R.L., 16176.330, 25/11/2024, 
5490551, 7795360004067, 7795360004067, ESPIMAX 100 X 30 CMP, , ESPECIALIDADES, , 1436, KLONAL S.R.L., 21720.199, 25/11/2024, 
5490681, 7795360004036, 7795360004036, NEXADRON PLUS GTS X 30 ML, , ESPECIALIDADES, , 1436, KLONAL S.R.L., 6329.290, 25/03/2025, 
5491553, 7795338015729, 7795338015729, MAXEN D 30 CMP, , ESPECIALIDADES, , 54, BALIARDA S.A., 13697.460, 25/03/2025, 
5492711, 7798084684546, 7798084684546, FLEXIDOL RELAX 10 CMP, , ESPECIALIDADES, , 537, MONTE VERDE S.A., 12431.970, 17/06/2025, 
5492712, 7798084684553, 7798084684553, FLEXIDOL RELAX 20 CMP, , ESPECIALIDADES, , 537, MONTE VERDE S.A., 24385.210, 17/06/2025, 
5493393, 7795336291859, 7795336291859, ROSUVASTATINA RIC 10X28CM, , ESPECIALIDADES, , 699, RICHET S.A., 18208.030, 11/06/2025, 
5493394, 7795336294362, 7795336294362, ROSUVASTATINA RIC 10X30CM, , ESPECIALIDADES, , 699, RICHET S.A., 18415.450, 11/06/2025, 18/07/2020
5493423, 7795336291880, 7795336291880, ROSUVASTATINA RIC 20X28CM, , ESPECIALIDADES, , 699, RICHET S.A., 31832.840, 11/06/2025, 
5493424, 7795336294379, 7795336294379, ROSUVASTATINA RIC 20X30CM, , ESPECIALIDADES, , 699, RICHET S.A., 32574.660, 11/06/2025, 18/07/2020
5493553, 7795336291910, 7795336291910, ROSUVASTATINA RIC 40X28CM, , ESPECIALIDADES, , 699, RICHET S.A., 54553.030, 11/06/2025, 09/02/2017
5493554, 7795336295093, 7795336295093, ROSUVASTATINA RIC 40X30CM, , ESPECIALIDADES, , 699, RICHET S.A., 53900.480, 11/06/2025, 21/08/2024
5495132, 7795376002200, 7795376002200, TRAMANOVAG 50 X 20 CMP*, , ESPECIALIDADES, INHAB.PERSONAL, 298, GOBBI - NOVAG S.A., 940.680, 13/01/2022, 
5495842, 7798084685932, 7798084685932, BRIVAXON 50 X 30 CMP, , ESPECIALIDADES, , 537, MONTE VERDE S.A., 172487.160, 17/06/2025, 22/03/2019
5496133, 7798103391080, 7798103391080, FOLINEMIC 1 X 30 CMP, , ESPECIALIDADES, , 1087, PHARMADORF S.A.(DISPROF.), 11418.930, 02/06/2025, 
5496263, 7798103391103, 7798103391103, FOLINEMIC 5 X 30 CMP, , ESPECIALIDADES, , 1087, PHARMADORF S.A.(DISPROF.), 14725.430, 02/06/2025, 
5497551, 7798161990027, 7798161990027, DIABE PASS 5 X 60 CMP, , ESPECIALIDADES, , 808, FRANCELAB ARGENTINA, 10907.040, 24/06/2025, 
5497552, 7798161990010, 7798161990010, DIABE PASS 5 X 30 CMP, , ESPECIALIDADES, , 808, FRANCELAB ARGENTINA, 6211.560, 24/06/2025, 15/04/2019
5497682, 7798129414794, 7798129414794, SIDERBLUT GTS X 20 ML, , ESPECIALIDADES, , 1564, SIEGFRIED S.A, 7978.820, 19/06/2025, 
5498131, 7798090768520, 7798090768520, RONEDINA 10 X 10 CMP, , ESPECIALIDADES, , 703, RONNET LABORATORIO S.A., 3463.500, 03/09/2024, 27/04/2021
5498132, 7798090768537, 7798090768537, RONEDINA 10 X 30 CMP, , ESPECIALIDADES, , 703, RONNET LABORATORIO S.A., 9182.250, 03/09/2024, 27/04/2021
5498261, 7798090768506, 7798090768506, RONEDINA SOL ORAL X 60 ML, , ESPECIALIDADES, , 703, RONNET LABORATORIO S.A., 5597.800, 12/12/2024, 27/04/2021
5498262, 7798090768513, 7798090768513, RONEDINA SOL ORAL X 120ML, , ESPECIALIDADES, , 703, RONNET LABORATORIO S.A., 7010.000, 03/09/2024, 13/10/2022
5499682, 7795320000504, 7795320000504, YASMINELLE 28 CMP, , ESPECIALIDADES, , 693, RAYMOS MEGALABS ARGENTINA, 39939.240, 01/05/2025, 22/08/2014
5500841, 7796285254940, 7796285254940, ARVO GTS X 2.5 ML, , ESPECIALIDADES, , 201, ELEA-PHOENIX, 26945.960, 25/06/2025, 
5500973, 7795348422531, 7795348422531, DONEPES 5 X 30 CMP, , ESPECIALIDADES, INHAB.PERSONAL, 477, LAB. RICHMOND S.A.C.I.F., 40416.000, 19/06/2025, 
5501003, 7795348422524, 7795348422524, DONEPES 10 X 30 CMP, , ESPECIALIDADES, INHAB.PERSONAL, 477, LAB. RICHMOND S.A.C.I.F., 50565.400, 19/06/2025, 
5501552, 7795348422609, 7795348422609, SOSTEL 20 X 30 CMP, , PSICOF.LISTA 4, , 477, LAB. RICHMOND S.A.C.I.F., 47229.670, 19/06/2025, 
5502131, 7798011653744, 7798011653744, ELEVOPRAM 10 X 30 CMP, , PSICOF.LISTA 4, , 474, LEPETIT S.A. ESP, 28870.000, 23/06/2025, 06/05/2022
5502261, 7798011653751, 7798011653751, ELEVOPRAM 20 X 30 CMP, , PSICOF.LISTA 4, , 474, LEPETIT S.A. ESP, 49665.000, 23/06/2025, 06/05/2022
5502391, 7798084684584, 7798084684584, UNIFLOX 750 X 5 CMP, , ESPECIALIDADES, , 537, MONTE VERDE S.A., 17549.490, 17/06/2025, 
5505261, 7795349000868, 7795349000868, IURONICO BIOT CR X 30 GR, , ESPECIALIDADES, , 23, ARISTON S.A.C.I., 38417.539, 01/07/2025, 17/11/2016
5505421, 7791909423436, 7791909423436, VENART CR X 30 GR, , ESPECIALIDADES, , 106, CASASCO S.A., 13829.950, 26/06/2025, 
5505422, 7791909423443, 7791909423443, VENART CR X 60 GR, , ESPECIALIDADES, , 106, CASASCO S.A., 22253.030, 26/06/2025, 07/01/2017
5505551, 7792183488647, 7792183488647, TRUVADA 30 CMP, , ESPECIALIDADES, , 290, GADOR S.A. ESP, 1150238.940, 07/07/2025, 
5505714, 7795345013626, 7795345013626, INDUCTAL 2 X 30 CMP, , PSICOF.LISTA 4, , 705, ROEMMERS S.A.I.C.F., 14894.200, 26/05/2025, 
5505844, 7795345013633, 7795345013633, INDUCTAL 3 X 30 CMP, , PSICOF.LISTA 4, , 705, ROEMMERS S.A.I.C.F., 18792.300, 26/05/2025, 
5506393, 7798129412516, 7798129412516, GLUCO ARRUMALON DUO 60CAP, , ESPECIALIDADES, , 1564, SIEGFRIED S.A, 47242.980, 23/06/2025, 
5506971, 7798083951311, 7798083951311, SUTENT 50 X 28 CAP, , ESPECIALIDADES, , 686, PFIZER S.R.L., 11082123.130, 30/06/2025, 
5507261, 7796285052379, 7796285052379, LISOVYR JAR X 120 ML, , ESPECIALIDADES, , 201, ELEA-PHOENIX, 21431.250, 25/06/2025, 
5510551, 7798103391028, 7798103391028, LUMILAC 28 CMP, , ESPECIALIDADES, , 1087, PHARMADORF S.A.(DISPROF.), 21226.930, 02/06/2025, 11/09/2018
5510711, 7796285052720, 7796285052720, DIVA 28 CMP, , ESPECIALIDADES, , 201, ELEA-PHOENIX, 31260.750, 25/06/2025, 
5510712, 7796285053017, 7796285053017, DIVA TOTAL 28 CMP, , ESPECIALIDADES, , 201, ELEA-PHOENIX, 32248.760, 25/06/2025, 
5510714, 7796285276577, 7796285276577, DIVA 56 CMP, , ESPECIALIDADES, , 201, ELEA-PHOENIX, 48168.350, 25/06/2025, 24/10/2014
5510715, 7796285276584, 7796285276584, DIVA TOTAL 56 CMP, , ESPECIALIDADES, , 201, ELEA-PHOENIX, 50685.760, 25/06/2025, 24/10/2014
5510971, 7798161990089, 7798161990089, PIOTAMAX 30 X 30 CMP, , ESPECIALIDADES, , 808, FRANCELAB ARGENTINA, 42219.290, 24/06/2025, 
5511001, 7798161990102, 7798161990102, PIOTAMAX 45 X 30 CMP, , ESPECIALIDADES, , 808, FRANCELAB ARGENTINA, 47117.840, 24/06/2025, 
5511131, 7798161990133, 7798161990133, DIAB DOS 500 X 60 CMP, , ESPECIALIDADES, , 808, FRANCELAB ARGENTINA, 13541.450, 28/03/2025, 
5511132, 7798161990140, 7798161990140, DIAB DOS 500 X 100 CMP, , ESPECIALIDADES, , 808, FRANCELAB ARGENTINA, 23813.051, 28/03/2025, 
5511133, 7798161990126, 7798161990126, DIAB DOS 500 X 30 CMP, , ESPECIALIDADES, , 808, FRANCELAB ARGENTINA, 6796.900, 28/03/2025, 
5511261, 7798161990171, 7798161990171, DIAB DOS 850 X 60 CMP, , ESPECIALIDADES, , 808, FRANCELAB ARGENTINA, 25496.690, 28/03/2025, 
5511262, 7798161990188, 7798161990188, DIAB DOS 850 X 100 CMP, , ESPECIALIDADES, , 808, FRANCELAB ARGENTINA, 42093.670, 28/03/2025, 
5511263, 7798161990164, 7798161990164, DIAB DOS 850 X 30 CMP, , ESPECIALIDADES, , 808, FRANCELAB ARGENTINA, 12988.950, 28/03/2025, 
5511391, 7798161990218, 7798161990218, DIAB DOS 1 X 60 CMP, , ESPECIALIDADES, , 808, FRANCELAB ARGENTINA, 31602.461, 28/03/2025, 
5511392, 7798161990225, 7798161990225, DIAB DOS 1 X 100 CMP, , ESPECIALIDADES, , 808, FRANCELAB ARGENTINA, 51180.480, 28/03/2025, 
5511393, 7798161990201, 7798161990201, DIAB DOS 1 X 30 CMP, , ESPECIALIDADES, , 808, FRANCELAB ARGENTINA, 17035.590, 28/03/2025, 
5511841, 7798161990041, 7798161990041, NEXT STEP 2 X 30 CMP, , ESPECIALIDADES, , 808, FRANCELAB ARGENTINA, 9155.260, 24/06/2025, 
5511971, 7798161990065, 7798161990065, NEXT STEP 4 X 30 CMP, , ESPECIALIDADES, , 808, FRANCELAB ARGENTINA, 16379.950, 24/06/2025, 
5512551, 7790839980545, 7790839980545, IBU 600 X 10 CMP, , ESPECIALIDADES, , 429, GENOMMA (ESP), 4043.160, 05/06/2025, 
5512552, 7798420160413, 7790839980705, IBU 600 X 30 CMP, , ESPECIALIDADES, , 429, GENOMMA (ESP), 11230.240, 05/06/2025, 27/11/2019
5512843, 7795356999438, 7795356999438, SEPTIBIOTIC 500 X 7 CMP, , ESPECIALIDADES, , 1369, SIDUS S.A., 24819.550, 10/06/2025, 
5512844, 7795356001933, 7795356001933, SEPTIBIOTIC 500 X 14 CMP, , ESPECIALIDADES, , 1369, SIDUS S.A., 38735.880, 10/06/2025, 13/12/2016
5513421, 7798084684539, 7798084684539, IDENA 150 X 1 CMP, , ESPECIALIDADES, , 537, MONTE VERDE S.A., 36955.760, 17/06/2025, 
5513422, 7798084684751, 7798084684751, IDENA 150 X 2 CMP, , ESPECIALIDADES, , 537, MONTE VERDE S.A., 62705.370, 17/06/2025, 
5513841, 7795338015972, 7795338015972, CRONODICASONE 1 AMP, , ESPECIALIDADES, , 54, BALIARDA S.A., 12048.850, 24/06/2025, 
5513971, 7795338001579, 7795338001579, CRONODICASONE DEPOT 1 AMP, , ESPECIALIDADES, , 54, BALIARDA S.A., 12064.070, 24/06/2025, 
5514971, 7796285052676, 7796285052676, FEMOREL MAX 1+30 CMP, , ESPECIALIDADES, , 201, ELEA-PHOENIX, 59099.570, 17/05/2025, 
5516261, 7795378003465, 7795378003465, CLARIMAX 500 X 8 CMP, , ESPECIALIDADES, , 536, MONTPELLIER S.A., 16344.330, 29/05/2025, 
5516263, 7795378003472, 7795378003472, CLARIMAX 500 X 16 CMP, , ESPECIALIDADES, , 536, MONTPELLIER S.A., 27279.190, 29/05/2025, 
5516391, 7795378003434, 7795378003434, CLARIMAX 125 X 60 ML*, , ESPECIALIDADES, , 536, MONTPELLIER S.A., 11668.860, 29/05/2025, 
5516421, 7795378003427, 7795378003427, CLARIMAX 250 X 60 ML, , ESPECIALIDADES, , 536, MONTPELLIER S.A., 22801.590, 29/05/2025, 
5516551, 7795378003441, 7795378003441, CLARIMAX UD 500 X 4 CMP*, , ESPECIALIDADES, , 536, MONTPELLIER S.A., 7897.920, 29/05/2025, 
5516553, 7795378003458, 7795378003458, CLARIMAX UD 500 X 8 CMP, , ESPECIALIDADES, , 536, MONTPELLIER S.A., 15483.730, 29/05/2025, 
5517132, 7795349000738, 7795349000738, OPTIPAR 20 X 30 CMP, , PSICOF.LISTA 4, , 23, ARISTON S.A.C.I., 39841.770, 01/07/2025, 05/03/2015
5517399, 7798081263089, 7798081263089, DICLOFENAC HLB FLEX X 10C, , ESPECIALIDADES, , 330, HLB PHARMA GROUP S.A., 11016.000, 24/06/2024, 09/11/2021
5517842, 7795366498662, 7795366498662, COLCHIMAX 20 CMP, , ESPECIALIDADES, , 23, ARISTON S.A.C.I., 21755.289, 01/07/2025, 14/06/2021
5517972, 7795349501259, 7795349501259, LEFLUNOMIDA SC 20 X 30CMP, , ESPECIALIDADES, , 23, ARISTON S.A.C.I., 32255.670, 01/07/2025, 
5518262, 7795349501235, 7795349501235, TUBARINE 1 X 30 CMP, , ESPECIALIDADES, , 23, ARISTON S.A.C.I., 29482.699, 01/07/2025, 
5518421, 7795349501419, 7795349501419, TUBARINE GEL X 50 GR, , ESPECIALIDADES, , 23, ARISTON S.A.C.I., 17478.440, 01/07/2025, 
5522132, 7790375262464, 7790375262464, CARVEDIL D 28 CMP, , ESPECIALIDADES, , 222, BAGO LABORATORIOS, 23491.130, 18/06/2025, 
5522133, 7790375270056, 7790375270056, CARVEDIL D 30 CMP, , ESPECIALIDADES, , 222, BAGO LABORATORIOS, 23467.450, 18/06/2025, 05/05/2022
5522263, 7795345013893, 7795345013893, VITALIX COMPLEX 30 CMP, , ESPECIALIDADES, , 705, ROEMMERS S.A.I.C.F., 22144.720, 26/05/2025, 
5522394, 7795345013817, 7795345013817, ELBRUS 30 CMP, , ESPECIALIDADES, , 705, ROEMMERS S.A.I.C.F., 25665.890, 19/06/2025, 
